Job Title,Company,Location,Posted Time,Salary,URL,Job Description
Product Manager,Lemurian Labs,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 11:22 PM
2 hours ago",,https://www.linkedin.com/jobs/view/4365636595/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=kr7UDo56igcVgiPNTxqD5Q%3D%3D&eBP=CwEAAAGb7rGYWTVRmVZiAlj2lU35D9ZtUmm4IdOy0PqEPpwe02nLd8bb4wDDXSec6wgvZD3NCs7Lz8voE4l-BepTtipzX7kkDirSic6SxQED-dcVAyh_loxI3NbOpJhmaWW1OlTsjejTXgPmuQKueobD4rovUn7SAaV8uc3ll5I2KWGui9KegGh_gLXZRKub80UIzBIIer1lmAZCMmyTI-cJ7NHoXAoIMDwHPG14pmMRAbd4FLQ4DZE4h3q1MeSCG6DCD3j43_vbQ8-b-w6GU5V06f_WJ2pBd4OCqKDud7_q_-58C8JapRHb_Wwzt9hxD_8AffqU6_5XpCm84OS3clAW_WZGlqOWHq4LJSiKFpnbJFw7Vzgmc-hTtSGiNIxFzceYcgrHzkoMRzvKasanlOOQW_ipBn-OUvN85HyyKNOZAHumyOnH2K448WsQFas0-by0fkk8OP9BC-U7YdtAqYOdKidyoA7ymDKKB47k45N-sJxALrrQOKJ1kvfLO0M9nZOY5IN5j8_qjOVYLsA_TCThYpX3_lwDRV6PMtE,
Paid Media Effectiveness & Planning Advisor ,OLG,"Toronto, ON (On-site)","Posted on January 23, 2026, 7:25 PM
6 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Folg%2Ewd3%2Emyworkdayjobs%2Ecom%2FCareers%2Fjob%2FToronto-Ontario-Canada%2FPaid-Media-Effectiveness---Planning-Advisor_R26_00013%3Fsource%3DLinkedIn&urlhash=Sdl1&isSdui=true,
Software Engineer (entry) ,Jerry,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 8:15 PM
5 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Eashbyhq%2Ecom%2FJerry%2Eai%2F21b689db-16a0-422b-bd3e-79a5be0a26dd%3Futm_source%3D6Vdva5VPyD&urlhash=Lipk&isSdui=true,
French-Canadian / English - Principal DSP Developer ?€? Coherent Optical Transmission Systems - Acacia (Remote) ,Cisco,"Toronto, ON (Remote)","Posted on January 23, 2026, 6:17 AM
19 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcareers%2Ecisco%2Ecom%2Fglobal%2Fen%2Fjob%2FCISCISGLOBAL1440299EXTERNALENGLOBAL%2FFrench-Canadian-English-Principal-DSP-Developer-Coherent-Optical-Transmission-Systems-Acacia-Remote%3Futm_source%3Dlinkedin%26utm_medium%3Dphenom-feeds&urlhash=_3yj&isSdui=true,
Data Engineer ,Caspian One,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 11:19 AM
14 hours ago",,https://www.linkedin.com/jobs/view/4355470847/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=dRp%2FL2835w212%2Buc5QHmzQ%3D%3D&eBP=CwEAAAGb7rGYWaU1mGDdRXWuRb31M2_z6osoOc_7CwsBNyTY7JwzxmfFXYAbmZDM8r-IyHhMcCCG4HgE4BDFV4G5oygt1W55C733aTIEM_pSohkHEptf7ckPxqKp1xPsc_9-TG-T9Uju1cOEls8hCYdxPWCG5DwhUZLQJGrRMZhlizDNotC9yLO3bB-7r70v0Kg7bS5jqJAW__ln6EAhu1enbivk57AOdbcaFbzDweMGcrlziXNs0-nKexE9DtbTl5VJERMPouoXaKzucPIFYkfxUqiuUzMpoKcDo49KWPRByu3Kpv17UWuILUHEM_IP8IF1G7fe5e-fY7h1bXD47uxPPYle4jHZv6RTR8fc5gs8xvud_iVSZ8zsOAtT0OQ_snKiGDLgHBCW5_INW8qMbUNtcPlJEeX0yFwdHd9BBuiq-8BqhkMchwx8lPBtDFUXchtIOGgnkG4ihOvmfXVd0ZoJ522SuOIevzGarLkR86x8w9_KhgP4MpuK0PXWG5gWAtV10MhDnURIQzKharF-nlPuMjGHAvso78fdjmtyhA,
Power BI and Azure Developer ,CGI,"Toronto, ON","Posted on January 23, 2026, 3:03 PM
10 hours ago",,https://www.linkedin.com/jobs/view/4365560421/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=Vs%2BI973mv1vC11898i1rzQ%3D%3D&eBP=CwEAAAGb7rGYWbi3_wuzeSQNwiYVc_7fEEfnVT3SdWDoblpqcIKg3vMarGm9OoU2di5v5FsmK98UOiHsrNVQvkHUxt-7r9inCnJNsoBMGyRPwUrFBJAUNJ_j5sHFjbhw1RRSNo_EJ9RrswKLU7MH36W0ceT06V1Gbzo3eJBCYR6S8D8W-e479fgRZ7ayEGYaI9mwpV7KAR5NjHZ0jmMZbW6ab5GYlJ3MCttXU7XOjkFff6l6krXOVweaG7NGYjuPWgcELfCQ5ddkJfwQfUQEBjHCPELoCOwZJKrXZRYULE5kMRy_LQZPQ8d4YbOWfCZc3GZKHZ2Sixj830TQ-lAu5Y0xiavB3oCp2O6jxDsi9Ii25BzSlNO4EhLj9i2RyICI17MELXFIKaC88yG6cDpieNY6vxgA3NZg7hQG1l3CbHIkM8BAAajJXjwEEoGsvg-zVh5L1BZxPy48hNQG5serpu4YiNZ9k24PiA5eaJMiz626sHQwGkAI1_exnf5T2TXy7GnB8ofc7Qxnc_UE2c263geEIemHmBWzHymrviQCDg,
Senior Python Developer,Fulfil,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 10:29 AM
14 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Efulfil%2Eio%2Fo%2Fpython-engineer-ii&urlhash=nn9W&isSdui=true,
Business Consultant,Mindlance,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 10:06 AM
15 hours ago",,https://www.linkedin.com/jobs/view/4365513464/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=4jr44QqOFxRdzM9cnsl8cw%3D%3D&eBP=CwEAAAGb7rGYWaNUy1nrBR8tJsfPZ2-QwaAEYg_cVKEQ9olTbRpS7v3j_mQRLJQphOOyQv2U2QZe-dqZcA3JbvbS87yDC9G_0di-l9e6yzZc217jUCkxfD970TzztA2qag9lRziGjC178K2tHASihmKiD0ttLdIcB8UIKjDrEcdkCRlR_BVM-78M6PovuNZAyb1WsYtkXCQHY55KH6VWO2AEEcTzv9prlYJMUJKlO7LV4yu7nko7RN9HjhfpYKEzwyIknrqr6BMhFCFOkb6I607KaN6OBytxx-REY52qpUko5e_MdzpRgdBYxfDb7UVbNsTRrBi6Q7sM6-DLOJNPhOzKzUvIdb2iJ2FNtuNDDQ15fnuacCoodH86P8w5V3EtMX5ZThm3OFYXnJZtkqX6AK1ibpc1a6NEM5nKik11aXD65RuKjDwEFGSXiUFpV5cih-8-qmTKw-ePJir2Esk1Lqw3sFvwx4BgqXyspjarWA0SlLc7Zzni_XhouhVAgqrr5QmFBI7w8e575bANuNIfi93Zg3eQKn_OFkg7tgI,
Paid Media Specialist & Account Manager (AI-Driven),The Ethereal Agency,"Toronto, ON (On-site)","Posted on January 23, 2026, 1:59 PM
11 hours ago",,https://www.linkedin.com/jobs/view/4365544510/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=hscyNJqs1S13Y0A7AiZung%3D%3D&eBP=CwEAAAGb7rGYWRdYBYkQDpfz0Z2OqjTbyhcI68RSklu5-4BiQQ99WSHWDnoqsiouJZFB3QtRdpVzikkIzm6xuZqdZ9WDFBIJzETW1-h9yTZg0NwAJTbB_aXQBR5ztZ_KRlR46658C5Q7G1qs-A76cBKnmzAjNCbQc80Z7Kw37Z-KESRPsKnHK0rSOBrarqtQ4jvbWJOQN-x0HdgSu3UFcGjk-m6usvxD5XeRZxOCYCZpe0KtFFGuAZzKQgrNGPa5abO_bnRbvg8_ZKSe06gmVv8ksgwA9YFRLuoo8tlz2W9-7fDSIF7HsT3UbVwvOwwULMnGxbwcpHQSmbnovql2BFVL1s9xbQ3svy799LA8DNAw3WxO5sHpexKmDP8zKHj_cs1xM64KwHJPp9eZChTY0X1_qOwI19YL0VzITy_C2QlRT7A4Bgrvv23brHRRb-Uv5L_leb9of02Ktn3IgZZQK34EJd0mhqAyoxjC0xfhZdELAglHta7JzXL0qdUmu5WmyezCW1zwPPNNDWC_NzUE6zsdj-lXrpv8o5meLdI1OOj244p3nt-6V5wMGfYkUtpy-w,
"Senior Backend and Data Engineer, Telematics ",Lyft,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 7:30 AM
17 hours ago",,https://www.linkedin.com/redir/redirect/?url=http%3A%2F%2Fboards%2Egreenhouse%2Eio%2Flyft%2Fjobs%2F7888101002%3Fgh_src%3Ddd08aaff2us%26source%3DLinkedIn&urlhash=XdOF&isSdui=true,
Compiler Tech Lead,Lemurian Labs,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 11:22 PM
2 hours ago",,https://www.linkedin.com/jobs/view/4365645344/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=S9wS9GXl6NjhKvirqq49KQ%3D%3D&eBP=CwEAAAGb7rGYWeRemg_3P5rzpVRfDxpfyUz8Qa8m_w1nqZJTGicp7e9VPALPIKagnmmbcTv8QIheEUCgfYG9nB3dQH6Qm99udjt2MhoHXvc46A-v5ZqOHapz3KWlCt0lc_V7daOLSPQcBm9JeF25dUlPN4OP3gTrIpQZr1gtGt5_B-XafEPCaAOS0ffHA3bu3j9xuH69Ua579QKhWIoN0Ml8eGn6W2C_-WoegqL9Pj5YSpDfvc2hdBAI_nmjPUB4EkpItVQ8Xv3eJJxfyT7z_MgXxJbXmjvoDfeva9zyi1HvoEG-Q_jsMZgR1__QX8piWaswAD4Ad2NKqKdr74MVMXpCihSyHeDV0R5LVsVn9X8NHluqV2CBunP1oPVOs08g17vrtar9LPHa5uISB3ANUdM-YCiWNdVyHcj63zx6K_-6b6gs0BykRfR9EJk9O5s3B8mNsbXvlf_TXKR9I96CqAqcAaIA9T39I9ieeANDWsrU4uML8zDxqjwBBI5IuF_fmC_2aDP1HpnFIcHQ7X4nXTOd_O4TVuHqGXX2hQ4DCQ,
"Vertical Insights Partner: US/C, Measurement Science, Ads",Uber Advertising,"Toronto, ON","Posted on January 24, 2026, 1:05 AM
23 minutes ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Ftnl2%2Ejometer%2Ecom%2Fv2%2Fjob%3Fjz%3D5wqzsc0860ba4745ae4b45c81f23e7bac226cKQALBBQAAADQ%26iis%3DJob%2520Board%2520-%2520Recruitment%2520Marketing%26iisn%3DLinkedIn&urlhash=cYxm&isSdui=true,
Big Data Developer ,Insight Global,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 10:34 AM
14 hours ago",,https://www.linkedin.com/jobs/view/4321302781/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=LPdqutmFxdopS2BhJZPv%2Bw%3D%3D&eBP=CwEAAAGb7rGYWaePl1qKr5xC8ZWnjG78y4iyiVBwLt0wMUwAcK4oFDwIW7Hhs5jyhxgWHd1CFHXvB_or-dqYP4Kq-tfOAqmC8CcFWGZEZIjjpvS3FGtAt6mBik6fSlhR6t45mkG4u7XYfTIyfgNW7amO-09YEr3A-BTf935iOeQWucy9S4N-TzSKJv1ztWteA6DYmrmtHNuGnrQ09s7X8urcRkQp3m13l7mngt2yqJGYi9M7PxSb5gI5y28sYfSIJJj0Eygcdk0qLJSQsn_UZbz5IW-YmasoBOZs-lZpC7ebqVQMPH3IDiXmYJN0Libz4qn-5Bi5MvB6y7vKDYqgoR05YO0CCdQwlsVgknyLE3sc4RoEfVM_CUcIeQERS6mlW1rJGKkQpDEmV_WCfWrxtnSTfvUErLEMaLXA5Bc2VO63-srW80sQbMCNMUQHOlCKNFud9PYJkWB2PjMdDYwn50ytCQItPgUoJR6BEvy2Ao3g2Oe7QH3eghVk2Te9E5hUSQKPfuDrKqo-ydO4xg6O4WXTulIiV8fxrDsDZ8qjkelTHng,
Data Engineer - Platform Central Data ,Spotify API,"Toronto, ON","Posted on January 23, 2026, 7:46 AM
17 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Elever%2Eco%2Fspotify%2Fbf4964d5-bb63-4846-9e6d-3e2051e5d891%3Flever-source%3DLinkedInJobs&urlhash=hJg4&isSdui=true,
Delivery Lead - AI Platforms ,CIBC,"Toronto, ON","Posted on January 23, 2026, 5:44 PM
7 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcibc%2Ewd3%2Emyworkdayjobs%2Ecom%2Fen-US%2Fsearch%2Fjob%2FToronto-ON%2FDelivery-Lead---Contact-Center-AI-Platform_2521600%3Fsrc%3DSNS-10261&urlhash=r2H4&isSdui=true,
"Product Manager, Search and Embeddings ",Cohere,"Toronto, ON (On-site)","Posted on January 23, 2026, 7:02 AM
18 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Eashbyhq%2Ecom%2Fcohere%2F2a179d34-c391-48bd-b2a3-b04f468a3840%3Futm_source%3DjKNDxYPz51&urlhash=VIij&isSdui=true,
Big Data Engineer ,Insight Global,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 4:59 PM
8 hours ago",,https://www.linkedin.com/jobs/view/4321352392/apply/?openSDUIApplyFlow=true&refId=vRHsY2%2B2a9oVIG29DMUuGA%3D%3D&trackingId=IKEFy%2B2yKvTGVxrU%2FziXwQ%3D%3D&eBP=CwEAAAGb7rGYWUNVBJZP1Q8w01_IZizOu6n634xW5vg6GKXjyR-kpwM9yTJrpixLQjcpUG3esy9BbpEwANN9JSHO7F9G7a8V12B_q3zB1yRJ8AZRxnVDbbwL9PxEtCrSoLmYJjJsEb9m6RAqWzUrqzwe75tFkiSojLBLRyIgOt_ZesyITxdIq4Dsn2kYhWsPqsLrIYmuwwq4ZPzjfT578-pivJ4K6ld3G_f9Gj3XyMbXm0eQ7mgk4FiuuAa1k102G7i4aGz0TQCz-cWyUW8g5cDQDPdlf2L-f4cXA3cAmhcOTOziJ9jJimwg7SdUe-KWyI-lnoXEdfqlHMe7cAI-JdxTBH6SP4P3fYnZAcF-55f8bppwn5sy4TdwzHnj98_FGmJdmBsyY5VIfXN6hVuy03ArcChz6V_DEiW6JQfWVwX5kNaHBKzRV0nrbhPoz0gHjXfLSxzTp7RqYYOo7Eqkm7Jo9pfV_pwFRPCS2R57YLjeTODNQuJeCvM8Zo8aPhdJIisHbrkvltEiWxjiUNoFe-rtGDHxwKZLqrWf-xmkSR-pya8DIQ,
"Cloud Data Developer, Professional Services, Google Cloud ",Google,"Toronto, ON (On-site)","Posted on January 23, 2026, 4:16 PM
9 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcareers%2Egoogle%2Ecom%2Fjobs%2Fresults%2F96157267253961414-cloud-data-developer%2F%3Fsrc%3DOnline%2FLinkedIn%2Flinkedin_us%26utm_source%3Dlinkedin%26utm_medium%3Djobposting%26utm_campaign%3Dcontract&urlhash=MOGo&isSdui=true,
Scientific Director ,Vector Institute,"Toronto, ON (On-site)","Posted on January 23, 2026, 6:52 AM
18 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fworkforcenow%2Eadp%2Ecom%2Fmascsr%2Fdefault%2Fmdf%2Frecruitment%2Frecruitment%2Ehtml%3Fcid%3D4ed2be93-8bc5-40e2-915f-931884eac404%26ccId%3D9200420850870_2%26lang%3Den_CA%26selectedMenuKey%3DCareerCenter%26jobId%3D562140%26source%3DLI&urlhash=6jXj&isSdui=true,
"Software Development Manager, Vincent AI Integrations ",Themis Solutions Inc.,"Toronto, ON","Posted on January 23, 2026, 5:49 AM
19 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fclio%2Ewd3%2Emyworkdayjobs%2Ecom%2Fen-US%2FClioCareerSite%2Fjob%2FToronto%2FSoftware-Developer-Manager--Vincent-AI-Integrations_vLex-REQ-0024%3Fsource%3DLinkedIn&urlhash=u3Mk&isSdui=true,
"Sr. Product Manager, Search AI ",eBay,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 5:05 AM
20 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Eebayinc%2Ecom%2Fus%2Fen%2Fjob%2FEBAEBAUSR0067483EXTERNALENUS%2FSr-Product-Manager-Search-AI%3Futm_source%3Dlinkedin%26utm_medium%3Dphenom-feeds&urlhash=_xln&isSdui=true,
"Senior Analyst, Data and Analytics, Temporary full-time ",Canada Life,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 3:27 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Ecanadalife%2Ecom%2Fjob%2FToronto-Senior-Analyst%25252C-Data-and-Analytics%25252C-Temporary-full-time-ON%2F1235865001%2F%3Fmode%3Dapply%26iis%3DLinkedIn&urlhash=1UCD&isSdui=true,
"Consultant, Strategy Value Creation & Analytics - New Grad (2026) ",BDO Canada - FR,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 8:53 PM
4 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fbdo%2Ewd3%2Emyworkdayjobs%2Ecom%2Ffr-CA%2FBDO%2Fjob%2FToronto---Bay-St%2FConsultant--Strategy-Value-Creation---Analytics---New-Grad--September-2026-_JR5134%3Fsource%3DLinkedIn&urlhash=DZ9E&isSdui=true,
"Technical Lead, LearnWith.AI (Remote) - $200,000/year USD ",Crossover ,"Toronto, ON (Remote)","Posted on January 23, 2026, 3:54 AM
21 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fwww%2Ecrossover%2Ecom%2Froles%2Fa0s2j00000AVshDAAT%2Ftechnical-lead%2Fapply%3Futm_source%3Dlinkedin%26utm_medium%3Djobslot%26utm_campaign%3DLJ-5106-CA-Toronto-TechnicalLead%2E031&urlhash=fpKU&isSdui=true,
"Vice President of Product Engineering, 2 Hour Learning (Remote) - $400,000/year USD ",Crossover ,"Toronto, ON (Remote)","Posted on January 23, 2026, 3:43 AM
21 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fwww%2Ecrossover%2Ecom%2Froles%2Fa0sIj000001GA4AIAW%2Fvice-president-of-product-engineering%2Fapply%3Futm_source%3Dlinkedin%26utm_medium%3Djobslot%26utm_campaign%3DLJ-5590-CA-Toronto-VicePresidento%2E016&urlhash=hWhJ&isSdui=true,
"Senior Consultant, Client Data ","DMA - DuCharme, McMillen & Associates, Inc.","Toronto, ON (Hybrid)","Posted on January 23, 2026, 7:56 AM
17 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fdmainc%2Ewd5%2Emyworkdayjobs%2Ecom%2FDMA%2Fjob%2FToronto%2FSenior-Consultant--Client-Data_REQ295%3Fsource%3DLinkedIn&urlhash=RlXA&isSdui=true,
Senior Design Specialist - New Service Introduction ,Telus,"Toronto, ON (On-site)","Posted on January 23, 2026, 7:31 AM
17 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcareers%2Etelus%2Ecom%2Fjob%2FToronto-Senior-Design-Specialist-New-Service-Introduction-ON%2F598071317%2F%3Fsource%3DLinkedIn&urlhash=YvTx&isSdui=true,
Systems Design Engineer ,Blue Signal Search,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 3:14 PM
10 hours ago",,https://www.linkedin.com/jobs/view/4355413123/apply/?openSDUIApplyFlow=true&refId=zLxQ0XdoAx7RlbktvrBBEA%3D%3D&trackingId=g93dR7o0IFbZQY1Cc64QaQ%3D%3D&eBP=CwEAAAGb7rII0sWscLd4BsKwKeX2o9SWoH2OSbfvmYLHTXaM_eIi35auCG-_82hhAXmaCbJRkZUcxn-Nkd5QPrLxOmTTY-7oGw8SeIwD09ZIwSZWIGqh1OmqSoJtDy_Ehj8O3bzBlpqj2fEDOK4pZYfRCwkJxGjN5puNMTeHxV1hnxNxQqXhlG1bQQccnN9RtgUvSuDFkR8so2JSlthuFLWAZbcgPgdJQYjfVsx81q216p7G2W84rUCUfjIWnzBdaxKCq5yY23b6OzqlHEHFr3M8u1QfLvHl05EdJRf5sUGds1iAIXrOrjxb87RVBB4gPhCkn-RMWcQ5qeGDWUfVAhvedAQTItjp3wpvkQ7LZ-j7Odg75YvlKvw20Dp615kmquC-wT6Kvbz7sZwGyZGfaVZwjzxj8PMea_zuj_GxgQNrSzGLz6aq86coHxIJqzjoy56FKPNjU74-XizmILd6inCO0fT42p68Llyxp6ytkGp47ZX1vx5UNhYHexR51JxyvnPM3WLATaVkB4JsOpi-wvqLd4TY2OtoW2dzgvA,
"Analyste princ., S??curit?? de l'information ",TD,"Toronto, ON (On-site)","Posted on January 23, 2026, 2:43 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Ftd%2Ewd3%2Emyworkdayjobs%2Ecom%2Ffr-CA%2FTD_Bank_Careers%2Fjob%2FToronto-Ontario%2FSenior-Information-Security-Analyst--Cyber-Operations---Readiness--B3617-_R_1468103&urlhash=jobx&isSdui=true,
Senior Data Engineer ,Gore Mutual Insurance,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 6:00 AM
19 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fgrnh%2Ese%2F1slua5mb6us%3Fsource%3Dlinkedin&urlhash=jhae&isSdui=true,
Mobile/Software Engineer - Node.JS & Python,Smart IT Frame LLC,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 9:06 AM
16 hours ago",,https://www.linkedin.com/jobs/view/4321054242/apply/?openSDUIApplyFlow=true&refId=zLxQ0XdoAx7RlbktvrBBEA%3D%3D&trackingId=S%2FQz0Ek4FRFpmOXUd5D07A%3D%3D&eBP=CwEAAAGb7rII0lNzNHr0X7KjLVzW8-Uh1gMvvc3LCLSpsjbyOtO0S9VQMhYnF5XOjErGmRFo0fdzWdl2l1bpTPmZIu2LkeFrkEiXrHvR983jkMBLO7jRRODBqVeaFs_sVJWdz_G09siIskSbh5gVWyTRMMLy5ZmT8O7g-IJZu1aLEx4PNn88JYQb6sMaz9jiPNy0IdGtXDnqk-zY5MqNOloCtnJ_jUEYLJZm4NSyKMHqh1BBsYKtI7iJ-wq3cknrJ0lDxqCBPyQ-rFJWHfC4Mx7UG7fob6XCYgb0pkVrv_3ViJK2fDpSfVQdYlduZ1SJ7sq1gxMIghYRskrXl1pzLS5G7ncjXm_BxtOlqiDCqEWzmxL4zmFtl9jBByZVCjyQ7OHmr8sV3JkM-fV7R_J1v9jdToVpAuttX41jlUL5seIOmWXBjoG36a3tQuxxQEHSfq7C0IzTkKKFCpGC2XHrEm9xquAGZj_qgTo1gwCgKt2VY03rQlOaAGUg9JB-ZR97rikeWGJor_F-fGR7sz2PfQk7tpiNPM2k4Cojvcg,
Business Intelligence Specialist ?€? Senior ,Avanciers Inc.,"Toronto, ON (On-site)","Posted on January 23, 2026, 5:56 PM
7 hours ago",,https://www.linkedin.com/jobs/view/4355501878/apply/?openSDUIApplyFlow=true&refId=zLxQ0XdoAx7RlbktvrBBEA%3D%3D&trackingId=hf37Yo6uDl8OieT8xRhcjw%3D%3D&eBP=CwEAAAGb7rII0lRC2RzjfPKqxgd2nryBmRdSfADxcxMPyTwSslI39E3SljL1w-RBmh7S7JfA5jcJqz5dI5XyuY6nE4RCF4ijQzTTsn2d0owSAbPm4-LuQw6CMu3ZKGziHwVFTn217VytMnqEL0aONqdymZ6ZOPkWN1hJtVfGUZ958gGDpBbpChR6kwFGWdgjL7UZj24S6UCRzGwChMGLJSJFhWYx9pTM49f-xjI4scFM4sVmcITKm-VGJ_WHZcynKH3acpLVhL0xRFnhv5AitO-u12bSvVnrOJ_M8jLXPv2fmNQ_wIyxYG2mCHgQBicL9hndl54L8Rl_OEXxezm7mPqTdiPJ-0vvFtNEIpxZ5TfMttnk5L0TTPUSzFuvCqBKbbTD1GASW2OzwNQyFVDzHNnJTogVYH9FFXVt4_Y9PC7XZz-tENg7TU5VDqwYxqvqCNWAkFhBaXVX0PvxiWNZJ29g7TuhO3gIuMDttqfqInoCHI4RRiRN5jC4OpqYac54kwsbvWmqzjeAtO-u-mtuFG9pb_JaIGrlwXEYVaxv1g,
Summer 2026 Student - Data Analytics Analyst ,RBC,"Toronto, ON","Posted on January 23, 2026, 3:46 PM
9 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Erbc%2Ecom%2Fca%2Fen%2Fjob%2FRBCAA0088R0000156884EXTERNALENCA%2FSummer-2026-Student-Data-Analytics-Analyst%3Futm_source%3DLinkedIn%26utm_medium%3Dphenom-feeds%26utm_campaign%3Drbc_linkedin&urlhash=DI-o&isSdui=true,
Business Intelligence Analyst ,CBC/Radio-Canada,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 12:46 PM
12 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcbcrc%2Ewd3%2Emyworkdayjobs%2Ecom%2Fen-US%2FCBC_Radio-Canada_Jobs%2Fjob%2FToronto-ON%2FBusiness-Intelligence-Analyst_JR00006640&urlhash=UIzt&isSdui=true,
Business Intelligence Analyst ,Radio-Canada,"Toronto, ON (Hybrid)","Posted on January 23, 2026, 3:01 PM
10 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fcbcrc%2Ewd3%2Emyworkdayjobs%2Ecom%2FCBC_Radio-Canada_Jobs%2Fjob%2FToronto-ON%2FBusiness-Intelligence-Analyst_JR00006640%3Fsource%3DLinkedIn&urlhash=WbBr&isSdui=true,
"PhD Intern, Computational Physics-Shape Optimization ","Autodesk, Inc.","Toronto, ON (Hybrid)","Posted on January 23, 2026, 3:45 PM
9 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fautodesk%2Ewd1%2Emyworkdayjobs%2Ecom%2FExt%2Fjob%2FToronto-ON-CAN%2FPhD-Intern--Computational-Physics-Shape-Optimization_26WD94902-1%3Fsrc%3DJB-10065%26source%3DLinkedIn&urlhash=x5aM&isSdui=true,
PhD students ,Toronto Metropolitan University,"Toronto, ON (On-site)","Posted on January 23, 2026, 7:50 PM
5 hours ago",,https://www.linkedin.com/jobs/view/4309053192/apply/?openSDUIApplyFlow=true&refId=zLxQ0XdoAx7RlbktvrBBEA%3D%3D&trackingId=aR%2FEKs7%2BKFk1us8bQl573Q%3D%3D&eBP=NOT_ELIGIBLE_FOR_CHARGING,
"Software Engineer, Internal Infrastructure (North America) ",Cohere,"Toronto, ON (On-site)","Posted on January 23, 2026, 7:01 AM
18 hours ago",,https://www.linkedin.com/redir/redirect/?url=https%3A%2F%2Fjobs%2Eashbyhq%2Ecom%2Fcohere%2F02c92e66-c89d-4a62-8961-c260d651afe1%3Futm_source%3DjKNDxYPz51&urlhash=rvbr&isSdui=true,
